1, 12992800
2, 107200
3, 79500
4, 76500
5, 85700
6, 79500
7, 84700
8, 138700
9, 138500
10, 132500
11, 122800
12, 164100
13, 263700
14, 164600
15, 158200
16, 198900
17, 246900
18, 349600
19, 304700
20, 278700
21, 125400
22, 283000
23, 232000
24, 211800
25, 225100
26, 227200
27, 286200
28, 273200
29, 344000
30, 407500
31, 555400
32, 616600
33, 710100
34, 952900
35, 1284600
36, 1384800
37, 1849900
38, 2406200
39, 3467100
40, 3904300
41, 5602700
42, 8424400
43, 1841800
44, 2294400
45, 7581100
46, 8383400
47, 5665300
48, 7928800
49, 18820500
50, 24164400
51, 21146200
52, 16918500
53, 22787000
54, 25904600
55, 35188600
56, 60142500
57, 60690600
58, 89405900
59, 116338400
60, 120159800
61, 169227500
62, 186672100
63, 234525900
64, 300127800
65, 389510400
66, 520508800
67, 718121500
68, 826373700
69, 1071247100
70, 1372442900
71, 1814184200
72, 2272169700
73, 2953568300
74, 3742763600
75, 4746921600
76, 6100109100
77, 7820445600
78, 10504515100
79, 13304979600
80, 17018059100
81, 21495720400
82, 27701807800
83, 35498658300
84, 45638394000
85, 61162556500
86, 76013624600
